Date,Open,High,Low,Close,Adj Close,Volume,Titles,Neutral,Negative,Positive
2019-03-13,184.4499969482422,184.8999938964844,180.3999938964844,181.6999969482422,181.1354522705078,9769821.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-03-14,181.5,182.4499969482422,177.64999389648438,179.5500030517578,178.9921417236328,15737080.0,"Geneva 2019: Tata Motors To Reveal New Generation Passenger Vehicles. Tata Harrier receives over 10000 bookings in India since launch. Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers. ",0.0011592095252126455,0.0002860120148397982,0.9985547661781311
2019-03-15,180.1999969482422,181.3999938964844,177.60000610351562,180.0,179.44073486328125,17490993.0,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers. Tata, Reliance, Airtel are the best Indian brands: Interbrand Report. Dealerships Start Accepting Bookings For Yamaha MT-15 In India. ",0.0012315402273088694,0.0003018965944647789,0.9984666109085083
2019-03-17,,,,,,,Geneva 2019: Tata Motors To Reveal New Generation Passenger Vehicles. Tata Motors to have 4 new cars making global debut at 2019 Geneva - Official. In pictures: Cars unveiled at the 89th Geneva International Motor Show. ,0.9998576641082764,5.334099114406854e-05,8.894765778677538e-05
2019-03-18,181.0,184.6999969482422,179.5,182.25,181.68374633789065,14690339.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-03-19,182.0,184.5,180.75,182.8500061035156,182.28189086914065,10318028.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-03-20,183.0,183.4499969482422,179.60000610351562,180.1999969482422,179.64010620117188,7543753.0,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. 5 bestselling entry-level hatchbacks in February 2019. Shriram City aims for quarterly reduction in NPAs. ,0.1307113766670227,0.043421804904937744,0.8258667588233948
2019-03-22,181.9499969482422,182.0,174.89999389648438,175.39999389648438,174.8550262451172,11505994.0,"Tata Harrier vehicle is classified under heading 8703 with compensation rate @ 22% : AAR, Maharashtra. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Motors Finance asked to return vehicle, pay Chandigarh resident Rs 1.2 lakh for seizing it. ",0.9998670816421509,7.976676715770736e-05,5.315101952874102e-05
2019-03-23,,,,,,,Tata Motors Announces New Harrier TV Campaign For IPL 2019. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. How Chandrasekaran is reviving the Tata Group. ,0.9998205304145813,5.2429702918743715e-05,0.00012700777733698487
2019-03-24,,,,,,,Tata Motors to increase car prices from April 2019. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Giving Credit. ,0.3417491316795349,0.031772464513778687,0.626478374004364
2019-03-25,173.6999969482422,173.8000030517578,170.5500030517578,171.3000030517578,170.7677764892578,11864723.0,"Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Motors to Hike Prices of the Harrier, Nexon, Tiago, and Others. 80% of Indian engineers not fit for jobs, says survey. ",0.8571207523345947,0.13929609954357147,0.003583099227398634
2019-03-26,171.89999389648438,173.60000610351562,171.60000610351562,173.10000610351562,172.5621795654297,7820112.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-03-27,174.0,175.0,169.14999389648438,169.85000610351562,169.32228088378906,10047628.0,GMR Infra share price rises after Tata Group-led consortium plans to buy 40% stake in all GMR airports. Production-spec Tata Altroz spotted with 16-inch alloys. Soonawala retires from Tata Trusts on health grounds. ,0.00027163399499841034,0.0002014752390095964,0.999526858329773
2019-03-28,169.0,171.39999389648438,167.5500030517578,170.5500030517578,170.0200958251953,13203927.0,Tata Group's Titan: Jewellery-to-eyewear manufacturer's market capitalisation crosses ₹3 lakh crore. Designing the Future of Mobility. Mahindra to hike prices of vehicles by up to Rs 73000 from April. ,0.9974844455718994,0.002023079199716449,0.000492439023219049
2019-03-29,,,,,,,Tata Motors sells stake in TAL to TASL for Rs 625 crore. 2019 Tata Hexa starts arriving at dealerships. Tata Motors arm transfers defence business worth Rs 625 crore to TASL. ,0.9998821020126343,6.268073047976941e-05,5.517593308468349e-05
2019-03-30,,,,,,,"Cyrus Mistry's removal shocked us: Ex-brand custodian of Tata Group. Here are 11 electric cars that will be launched in the next two years. Income tax, GST offices to remain open this Saturday, Sunday to help year-end collection. ",0.9971398115158081,0.0027420963160693645,0.00011821105726994574
2019-03-31,,,,,,,"Tata Motors posts net loss of Rs 28,826 crore in FY19, JLR turns profitable in Q4. Tata Motors gains 5% as JLR expects earnings to improve in Q4. Trending stocks: IndusInd Bank shares climb over 2%. ",7.332651148317382e-05,0.00022362607705872506,0.9997029900550842
2019-04-01,176.35000610351562,189.75,176.35000610351562,187.3500061035156,186.76791381835932,46389181.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-02,188.0500030517578,204.3999938964844,185.3000030517578,202.9499969482422,202.3194274902344,100834335.0,Mahindra XUV300 Vs Maruti Vitara Brezza: Image Comparison. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Tata Motors displays environment-friendly solutions at Clean Tech Environment 2019. ,0.999862551689148,6.093057891121134e-05,7.653011562069878e-05
2019-04-03,205.0,208.9499969482422,199.1999969482422,201.3500061035156,200.7244110107422,81779620.0,2019 Tata Hexa - Now in pictures. Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. TATA STEEL ALL SET TO CELEBRATE THE 180th BIRTH ANNIVERSARY OF IT'S FOUNDER. ,0.9998806715011597,6.0002530517522246e-05,5.9317964769434184e-05
2019-04-04,201.8500061035156,206.8999938964844,201.0500030517578,206.1499938964844,205.50949096679688,41268908.0,"Tata Hexa 2016-2020 XT On Road Price (Diesel), Features & Specs, Images. No production of Tata Nano for 3rd month in row, no sales in March. Tata Harrier outsells Jeep Compass and Mahindra XUV500 in March sales. ",0.9998763799667358,7.679231930524111e-05,4.6863169700372964e-05
2019-04-05,208.0,209.5,202.3000030517578,205.1499938964844,204.51258850097656,32057373.0,"Will you pay ₹148 cr for a lunch with Warren Buffett? Someone just did | Mint. Siddhant Chaturvedi joins Messi, Hrithik and Akshay; becomes a part of Tata Motors Family!. Towards the lithium-ion battery production network: Thinking beyond mineral supply chains. ",0.9998685121536255,6.93498004693538e-05,6.204784585861489e-05
2019-04-07,,,,,,,"SC says govt can take over your land for free if it… | Mint. Sensex, Nifty close higher ahead of Budget 2019. Tata Buzzard (7-seater Harrier) to replace Hexa- Report. ",0.0005833617760799825,0.000211342194234021,0.9992052912712097
2019-04-08,206.0,207.3999938964844,198.8000030517578,200.5500030517578,199.9268951416016,23877595.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-09,200.0,207.6000061035156,198.1499938964844,205.8999938964844,205.26025390625,29611268.0,SUVs drive passenger vehicle sales to over 40 lakh units in 2023. Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week. Truck Sales Crash 60%; Ashok Leyland Sees Decline of 70% in August. ,0.0011100119445472956,0.9984374642372131,0.000452500389656052
2019-04-10,206.0,217.3999938964844,205.6000061035156,216.0500030517578,215.3787384033203,69349488.0,"Got sold a Tata Harrier damaged in transit; repainted shoddily. EDIT: Resolved (page 3). Renault outperforms Kia and Tata Motors in terms of volumes and market share in September 2019. Tata Tiago 2019-2020 Wizz Edition Petrol On Road Price, Features & Specs, Images. ",0.0003724279813468456,0.0005904189310967922,0.9990371465682983
2019-04-11,216.6000061035156,219.1999969482422,213.3000030517578,218.1999969482422,217.5220489501953,41859862.0,"Lok Sabha Election 2024 : Seat-sharing deal finalised by Maharashtra allies, announcement soon: Sanjay Raut | Mint. Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week. Tata Motors announces countrywide customer dialogue programme and service campaigns. ",0.0009724671253934503,0.9985061287879944,0.00052130181575194
2019-04-12,218.9499969482422,219.0,215.0,215.9499969482422,215.279037475586,21788548.0,"Tata Altroz bookings to start on December 4, launch in January 2020. Tata unveils Altroz: First car from the company's stable with BSVI powertrain. First Tata Altroz rolls off the production line. ",0.9998666048049927,6.9433321186807e-05,6.392953946487978e-05
2019-04-14,,,,,,,Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Rural road building picked up speed under NDA | Mint. Jet Airways' independent director Rajshree Pathy resigns. ,0.0008448204607702792,0.00023042158863972872,0.9989247918128967
2019-04-15,217.1499938964844,233.25,217.1499938964844,231.75,231.0299530029297,57283251.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-16,233.8000030517578,234.1000061035156,225.6499938964844,230.5,229.7838287353516,41653657.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-18,231.8999938964844,239.3000030517578,230.6000061035156,236.25,235.51597595214844,42451178.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-19,,,,,,,"Tata Tiago facelift spied once again undergoing high speed test. Tatas to shift another group co HQ to Bengal. Reliance records another bumper quarter with ₹10,362 crore net profit | Mint. ",0.0006919355364516377,0.00023322123161051422,0.9990748167037964
2019-04-20,,,,,,,Tata Tigor and Tata Tiago gain Apple CarPlay support. Bhopal gas tragedy among world's major industrial accidents of 20th century: UN | Mint. Howrah-New Delhi Poorva Express derailment: No casualties; 14 passengers injured. ,0.00231571844778955,0.000543618923984468,0.997140645980835
2019-04-22,235.0,239.3500061035156,231.6999969482422,234.8500061035156,234.12033081054688,30282217.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-23,235.0,235.8500061035156,230.25,231.6499938964844,230.9302520751953,18975358.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-24,231.6499938964844,232.9499969482422,217.6000061035156,223.6000061035156,222.9052734375,50317411.0,"Upcoming Tata Electric Cars in India: Tata Altroz, Tiago, and More. Maruti takes a lead, launches BS 6 compliant Baleno and Alto | Mint. Tata Elxsi to get new CEO in October. ",0.9998656511306763,6.22440202278085e-05,7.206989539554343e-05
2019-04-25,223.3999938964844,225.8999938964844,220.25,221.8500061035156,221.1607208251953,27132908.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-26,221.8999938964844,221.8999938964844,214.0,215.6000061035156,214.9301300048828,26038093.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-04-27,,,,,,,Tata Tigor facelift spied testing again with Tata Altroz inspired face. Chinese smartphone brands increase India market share | Mint. Lok Sabha elections 2019: Widow of slain TMC MLA hits campaign trail in West Bengal. ,0.00029250449733808637,0.00018702032684814185,0.9995205402374268
2019-04-29,,,,,,,"TN Class 10 Results 2019: Tamil Nadu Board SSLC to declare results tomorrow; here's how to check. FBI offers $10,000 reward for info on missing Indian student Mayushi Bhagat in New Jersey | Mint. Tata Motors partners Nirma University for B.Tech degree for Sanand workforce. ",0.9971229434013367,0.00024987326469272375,0.0026272153481841087
2019-04-30,216.1999969482422,218.6499938964844,210.3000030517578,214.3000030517578,213.63417053222656,21289116.0,"Kotak Mahindra Bank posts Rs 4,865.33 crore profit in FY19, asset quality improves. Tata Motors incorporates WHS - Brabo Robotics and Automation. EV sales in India cross 750,000 units in FY2019 but FAME II may spoil the run. ",0.00012824298755731434,0.0002308679831912741,0.9996408224105835
2019-05-02,211.0,212.6499938964844,206.5,207.3000030517578,206.65591430664065,21986007.0,"Tata H5X Concept @ Auto Expo 2018. Named Tata Harrier! EDIT: Launched @ Rs. 12.69 lakhs. Zero production, sale of Tata Nano in January. TATA STEEL ALL SET TO CELEBRATE THE 180th BIRTH ANNIVERSARY OF IT'S FOUNDER. ",0.9998754262924194,6.340302206808701e-05,6.117590965004638e-05
2019-05-03,205.0,213.6499938964844,203.0500030517578,209.4499969482422,208.7992401123047,37153857.0,"Australia auto lobby split widens as Tesla, Volkswagen back tougher emissions plan. Tata Altroz Could Be The Production Name Of The 45X Concept. Tata Motors unveils 4 new cars for Indian market. ",0.19184595346450806,0.7605709433555603,0.04758308082818985
2019-05-05,,,,,,,Indian man gets 16 years jail-time for raping student in Singapore. Warren Buffett never loses sleep on Berkshire Hathaway’s future but is worried about… | Mint. Explained: Impact of Tata Motors phasing out small diesel cars. ,0.06201175972819328,0.9357056617736816,0.0022825549822300673
2019-05-06,204.0,204.5,198.0,199.8000030517578,199.17922973632807,30117667.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-07,201.6999969482422,202.8500061035156,189.3500061035156,190.9499969482422,190.35671997070312,30516908.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-08,190.0,190.8999938964844,183.8000030517578,185.1000061035156,184.52490234375,28443735.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-09,184.3000030517578,189.8000030517578,182.3000030517578,186.3500061035156,185.77101135253903,32841616.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-10,187.0,190.6000061035156,184.3000030517578,185.8999938964844,185.3224029541016,28910719.0,JTP Experience - My Red Tata Tiago JTP. Tata Tiago Now Gets A Lively Wizz Edition!. India Has 150 Million Drivers and Only 8000 Want Electric Cars. ,0.9876540303230286,0.0001243141305167228,0.012221665121614933
2019-05-11,,,,,,,Why does the Tata Nexon's floorboard have a member only on the driver's side?. YES Bank share rallies over 8% after Rakesh Jhunjhunwala buys 1.3 crore shares. Upcoming Toyota Raize Subcompact SUV Images Ahead Of Reveal. ,0.00047837913734838367,0.00021924255997873843,0.9993023872375488
2019-05-13,186.1999969482422,187.1499938964844,179.60000610351562,180.75,180.1884002685547,15373536.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-14,178.25,186.0500030517578,177.8000030517578,184.5,183.9267578125,21412933.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-15,185.5500030517578,185.9499969482422,167.39999389648438,169.4499969482422,168.9235076904297,31427815.0,Tata Group to consolidate FMCG Business; announces Tata Chemicals transfer to Tata Global Beverages. Autocar Professional's May 15 magazine edition packs many an ace. MG Motor India Commences Production Of Hector SUV At Its Halol Facility. ,0.9991360306739807,6.917354767210782e-05,0.000794805702753365
2019-05-16,176.0,177.5500030517578,172.8000030517578,175.39999389648438,174.8550262451172,30308248.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
2019-05-17,174.9499969482422,177.6999969482422,170.1999969482422,176.85000610351562,176.300537109375,21575989.0,,0.9998577833175659,8.45990507514216e-05,5.761149441241287e-05
