Date,Open,High,Low,Close,Adj Close,Volume,Titles
2019-03-14,,,,,,,"Geneva 2019: Tata Motors To Reveal New Generation Passenger Vehicles |  Tata Harrier receives over 10000 bookings in India since launch |  Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers"
2019-03-15,,,,,,,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers"
2019-03-17,,,,,,,Geneva 2019: Tata Motors To Reveal New Generation Passenger Vehicles |  Tata Motors to have 4 new cars making global debut at 2019 Geneva - Official
2019-03-18,,,,,,, Tata Motors considering a sub-Tiago hatchback - Report
2019-03-20,,,,,,,Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs
2019-03-22,,,,,,,"Tata Harrier vehicle is classified under heading 8703 with compensation rate @ 22% : AAR, Maharashtra |  Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Tata Motors Finance asked to return vehicle, pay Chandigarh resident Rs 1"
2019-03-23,,,,,,,Tata Motors Announces New Harrier TV Campaign For IPL 2019 |  Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  How Chandrasekaran is reviving the Tata Group
2019-03-24,,,,,,,Tata Motors to increase car prices from April 2019 |  Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs
2019-03-25,,,,,,,"Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Tata Motors to Hike Prices of the Harrier, Nexon, Tiago, and Others"
2019-03-27,,,,,,,GMR Infra share price rises after Tata Group-led consortium plans to buy 40% stake in all GMR airports |  Production-spec Tata Altroz spotted with 16-inch alloys
2019-03-28,169.0,171.39999389648438,167.5500030517578,170.5500030517578,170.0200958251953,13203927.0,Tata Group's Titan: Jewellery-to-eyewear manufacturer's market capitalisation crosses ₹3 lakh crore
2019-03-29,,,,,,,Tata Motors sells stake in TAL to TASL for Rs 625 crore |  2019 Tata Hexa starts arriving at dealerships |  Tata Motors arm transfers defence business worth Rs 625 crore to TASL
2019-03-30,,,,,,,Cyrus Mistry's removal shocked us: Ex-brand custodian of Tata Group
2019-03-31,,,,,,,"Tata Motors posts net loss of Rs 28,826 crore in FY19, JLR turns profitable in Q4 |  Tata Motors gains 5% as JLR expects earnings to improve in Q4"
2019-04-01,176.35000610351562,189.75,176.35000610351562,187.3500061035156,186.76791381835935,46389181.0,
2019-04-02,188.0500030517578,204.3999938964844,185.3000030517578,202.9499969482422,202.3194274902344,100834335.0, Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Tata Motors displays environment-friendly solutions at Clean Tech Environment 2019
2019-04-03,205.0,208.9499969482422,199.1999969482422,201.3500061035156,200.7244110107422,81779620.0,2019 Tata Hexa - Now in pictures |  Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs
2019-04-04,201.8500061035156,206.8999938964844,201.0500030517578,206.1499938964844,205.50949096679688,41268908.0,"Tata Hexa 2016-2020 XT On Road Price (Diesel), Features & Specs, Images |  No production of Tata Nano for 3rd month in row, no sales in March |  Tata Harrier outsells Jeep Compass and Mahindra XUV500 in March sales"
2019-04-05,208.0,209.5,202.3000030517578,205.1499938964844,204.51258850097656,32057373.0," Siddhant Chaturvedi joins Messi, Hrithik and Akshay; becomes a part of Tata Motors Family!"
2019-04-07,,,,,,, Tata Buzzard (7-seater Harrier) to replace Hexa- Report
2019-04-08,206.0,207.3999938964844,198.8000030517578,200.5500030517578,199.9268951416016,23877595.0,
2019-04-09,200.0,207.6000061035156,198.1499938964844,205.8999938964844,205.26025390625,29611268.0, Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week
2019-04-10,206.0,217.3999938964844,205.6000061035156,216.0500030517578,215.3787384033203,69349488.0,"Got sold a Tata Harrier damaged in transit; repainted shoddily |  Renault outperforms Kia and Tata Motors in terms of volumes and market share in September 2019 |  Tata Tiago 2019-2020 Wizz Edition Petrol On Road Price, Features & Specs, Images"
2019-04-11,216.6000061035156,219.1999969482422,213.3000030517578,218.1999969482422,217.5220489501953,41859862.0, Tata Motors share price falls over 5% amid reports JLR to shut UK plants for a week |  Tata Motors announces countrywide customer dialogue programme and service campaigns
2019-04-12,218.9499969482422,219.0,215.0,215.9499969482422,215.27903747558597,21788548.0,"Tata Altroz bookings to start on December 4, launch in January 2020 |  Tata unveils Altroz: First car from the company's stable with BSVI powertrain |  First Tata Altroz rolls off the production line"
2019-04-14,,,,,,,Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs
2019-04-15,217.1499938964844,233.25,217.1499938964844,231.75,231.0299530029297,57283251.0,
2019-04-16,233.8000030517578,234.1000061035156,225.6499938964844,230.5,229.7838287353516,41653657.0,
2019-04-17,,,,,,, Tata H2X EV (Tata Hornbill EV) with 230km range under development
2019-04-18,231.8999938964844,239.3000030517578,230.6000061035156,236.25,235.51597595214844,42451178.0,
2019-04-19,,,,,,,Tata Tiago facelift spied once again undergoing high speed test
2019-04-20,,,,,,,Tata Tigor and Tata Tiago gain Apple CarPlay support
2019-04-22,235.0,239.3500061035156,231.6999969482422,234.8500061035156,234.12033081054688,30282217.0,
2019-04-23,235.0,235.8500061035156,230.25,231.6499938964844,230.9302520751953,18975358.0,
2019-04-24,231.6499938964844,232.9499969482422,217.6000061035156,223.6000061035156,222.9052734375,50317411.0,"Upcoming Tata Electric Cars in India: Tata Altroz, Tiago, and More"
2019-04-25,223.3999938964844,225.8999938964844,220.25,221.8500061035156,221.1607208251953,27132908.0,
2019-04-26,221.8999938964844,221.8999938964844,214.0,215.6000061035156,214.9301300048828,26038093.0,
2019-04-27,,,,,,,Tata Tigor facelift spied testing again with Tata Altroz inspired face
2019-04-29,,,,,,, Tata Motors partners Nirma University for B
2019-04-30,216.1999969482422,218.6499938964844,210.3000030517578,214.3000030517578,213.63417053222656,21289116.0, Tata Motors incorporates WHS - Brabo Robotics and Automation
2019-05-02,211.0,212.6499938964844,206.5,207.3000030517578,206.65591430664065,21986007.0,"Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Zero production, sale of Tata Nano in January"
2019-05-03,205.0,213.6499938964844,203.0500030517578,209.4499969482422,208.7992401123047,37153857.0, Tata Altroz Could Be The Production Name Of The 45X Concept |  Tata Motors unveils 4 new cars for Indian market
2019-05-05,,,,,,, Explained: Impact of Tata Motors phasing out small diesel cars
2019-05-06,204.0,204.5,198.0,199.8000030517578,199.17922973632807,30117667.0,
2019-05-07,201.6999969482422,202.8500061035156,189.3500061035156,190.9499969482422,190.35671997070312,30516908.0,
2019-05-08,190.0,190.8999938964844,183.8000030517578,185.1000061035156,184.52490234375,28443735.0,
2019-05-09,184.3000030517578,189.8000030517578,182.3000030517578,186.3500061035156,185.77101135253903,32841616.0,
2019-05-10,187.0,190.6000061035156,184.3000030517578,185.8999938964844,185.3224029541016,28910719.0,JTP Experience - My Red Tata Tiago JTP |  Tata Tiago Now Gets A Lively Wizz Edition!
2019-05-11,,,,,,,Why does the Tata Nexon's floorboard have a member only on the driver's side?
2019-05-13,186.1999969482422,187.1499938964844,179.60000610351562,180.75,180.1884002685547,15373536.0,
2019-05-14,178.25,186.0500030517578,177.8000030517578,184.5,183.9267578125,21412933.0,
2019-05-15,185.5500030517578,185.9499969482422,167.39999389648438,169.4499969482422,168.9235076904297,31427815.0,Tata Group to consolidate FMCG Business; announces Tata Chemicals transfer to Tata Global Beverages
2019-05-16,176.0,177.5500030517578,172.8000030517578,175.39999389648438,174.8550262451172,30308248.0,
2019-05-17,174.9499969482422,177.6999969482422,170.1999969482422,176.85000610351562,176.300537109375,21575989.0,
2019-05-20,181.4499969482422,192.0,179.25,190.1499938964844,189.55918884277344,29873588.0,"Tata Motors posts net loss of Rs 28,826 crore in FY19, JLR turns profitable in Q4 |  Revenue Falls As Tata Motors Ends FY 2019 |  Tata Motors profits fall 47% amid Jaguar Land Rover China slowdown"
2019-05-21,185.25,186.8999938964844,174.0500030517578,176.8000030517578,176.2506866455078,57822527.0, Tata Motors to phase out multi-seater people carriers
2019-05-22,177.60000610351562,180.3999938964844,174.8000030517578,179.10000610351562,178.5435333251953,25845734.0, Tata Motors launches compact truck Intra priced at Rs 5 |  Tata Motors launches compact truck Intra priced at ₹5
2019-05-23,182.8500061035156,182.8500061035156,173.5,175.14999389648438,174.60580444335938,22912106.0,
2019-05-24,177.0,183.5,175.35000610351562,182.3000030517578,181.7335968017578,22494409.0," Tata Tiago 2015-2019 Price, Images, Mileage, Reviews, Specs |  Tata Harrier vehicle is classified under heading 8703 with compensation rate @ 22% : AAR, Maharashtra"
2019-05-25,,,,,,,Tata Tiago updated with standard safety features
2019-05-27,181.75,183.5,179.3000030517578,181.3500061035156,180.7865447998047,14774311.0, Tata Tiago updated with new standard safety features
2019-05-28,181.3500061035156,185.3000030517578,179.8000030517578,180.25,179.68995666503906,23272915.0,
2019-05-29,179.85000610351562,180.0,175.35000610351562,176.35000610351562,175.8020782470703,15222008.0,
2019-05-30,177.5,178.5,173.10000610351562,175.14999389648438,174.60580444335938,18078726.0,"Exclusive: Crash norms to wipe out mini vans from India; Tata Motors, Mahindra to be hit |  Tata Buzzard (7-seater Tata Harrier) spotted testing again in India |  Ratan Tata - 10 Interesting facts about Ratan Tata that you should know"
2019-05-31,177.8000030517578,177.85000610351562,170.0,172.60000610351562,172.06373596191406,21488115.0,
2019-06-01,,,,,,,Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Tata Harrier public previews start from December 18 |  Tata Harrier to be launched on 23 January
2019-06-02,,,,,,,"Tata Motors Reveals Its Lineup For The Bharat Mobility Global Expo 2024 |  Tata Nexon Facelift Safety Score Improved, Gets A Full 5 Star Rating Once Again! |  We Now Know When Tata Is Planning To Take The Wraps Off The 2023 Nexon"
2019-06-03,170.5,175.0,168.39999389648438,174.5,173.95782470703125,21288078.0,Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Tata Motors partners with Wise Travel India |  Tata Buzzard SUV unveiled at Geneva motor show 2019
2019-06-04,174.25,177.1999969482422,172.39999389648438,173.25,172.7117156982422,17428731.0,
2019-06-06,174.0500030517578,175.85000610351562,168.85000610351562,169.6999969482422,169.17274475097656,16874819.0,
2019-06-07,169.89999389648438,171.6999969482422,167.25,169.5,168.97335815429688,14465703.0, Tata Motors' Sanand plant bags CII Green Building Council award for second straight year
2019-06-08,,,,,,, Tata Tigor EV receives a price cut of Rs 80000 post revised GST rates
2019-06-10,170.89999389648438,172.0500030517578,163.5500030517578,166.1999969482422,165.68360900878906,20209862.0,Got sold a Tata Harrier damaged in transit; repainted shoddily
2019-06-11,166.85000610351562,171.89999389648438,165.64999389648438,170.75,170.219482421875,20363493.0, Got sold a Tata Harrier damaged in transit; repainted shoddily
2019-06-12,170.89999389648438,172.1999969482422,168.10000610351562,169.0500030517578,168.52476501464844,12819208.0,"Tata Altroz to be offered in 10 variants, five colours and two engine options"
2019-06-13,166.89999389648438,168.89999389648438,164.5,167.39999389648438,166.8798828125,15144315.0," Tata hikes Harrier's price by INR 31,000"
2019-06-14,167.5,167.5,163.5,164.1999969482422,163.6898193359375,10920508.0,
2019-06-15,,,,,,," The Tata Punch (aka Hornbill) Compact SUV - Page 5 |  Tata Nexon, Safari, Hexa, Zest, Bolt - Prices increased by Rs 10,000"
2019-06-17,163.75,164.14999389648438,158.0,158.75,158.2567596435547,14381813.0,"Tata Tigor 2017-2020 Price, Images, Mileage, Reviews, Specs |  Tata Motors launches AMT variants of compact sedan Tigor |  Tata Tigor AMT launched in XMA and XZA+ trims"
2019-06-18,159.0,161.0,156.75,158.3000030517578,157.80816650390625,14003043.0,Tata Group's Debt Threat |  Tata Tigor price hiked in India
2019-06-19,160.0,163.75,152.5,154.64999389648438,154.16949462890625,25257018.0,
2019-06-20,153.4499969482422,160.0,152.14999389648438,159.25,158.7552032470703,19247947.0,
2019-06-21,155.0,160.75,154.5,158.89999389648438,158.4062957763672,23304207.0,
2019-06-24,158.6999969482422,160.1999969482422,156.1999969482422,159.3000030517578,158.8050537109375,13185118.0,
2019-06-25,158.0,161.0,156.85000610351562,160.4499969482422,159.95147705078125,13368928.0,
2019-06-26,160.10000610351562,162.1999969482422,158.75,161.10000610351562,160.59947204589844,18481332.0, Tata Tigor EV priced at Rs
2019-06-27,161.85000610351562,168.0,161.10000610351562,165.85000610351562,165.33470153808594,26612983.0,
2019-06-28,165.1999969482422,166.75,161.35000610351562,162.5500030517578,162.04495239257812,15092229.0, Tata Motors needs to transform itself to be relevant in future mobility: N Chandrasekaran
2019-06-30,,,,,,, Tata Motors loss widens
2019-07-01,163.6999969482422,169.39999389648438,163.1999969482422,168.0,167.47802734375,23990900.0,
2019-07-02,166.8000030517578,167.35000610351562,161.35000610351562,163.75,163.24122619628906,16903683.0,"Tata Motors posts ₹27,000 crore loss in Q3 |  City lawyer files case against Tata Motors for poor support |  Tata Motors shares fall by most in 26 years after JLR loss"
2019-07-03,163.75,165.0,161.6999969482422,162.3000030517578,161.7957305908203,13606179.0,Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs |  Global NCAP's First Five Star Car In India: The Tata Nexon — Global NCAP |  Tata Motors to have 4 new cars making global debut at 2019 Geneva - Official
2019-07-04,162.5,167.75,162.0,165.1999969482422,164.6867218017578,19512938.0,
2019-07-05,165.14999389648438,166.9499969482422,159.5,160.1999969482422,159.70225524902344,14374084.0,
2019-07-08,159.35000610351562,159.5,153.5,154.5500030517578,154.06980895996094,15149035.0,Tata Motors announces block closure at Pune
2019-07-09,154.0,157.14999389648438,152.75,155.8000030517578,155.31593322753906,16112345.0,
2019-07-10,156.25,156.25,149.10000610351562,151.64999389648438,151.17881774902344,31737846.0,Got sold a Tata Harrier damaged in transit; repainted shoddily
2019-07-11,153.0,157.6999969482422,150.35000610351562,156.8000030517578,156.3128204345703,24099895.0,"Got sold a Tata Harrier damaged in transit; repainted shoddily |  Tata Hexa, Harrier and Nexon available with discounts up to Rs 1"
2019-07-12,155.89999389648438,162.85000610351562,154.0,159.3000030517578,158.8050537109375,27307153.0,TCS 1st Tata Group firm to offer health insurance benefits to LGBT employees
2019-07-13,,,,,,,"Tata Harrier test mule, upcoming 7-seater spotted; could they be automatic variants?"
2019-07-14,,,,,,, Tata Motors announces its nationwide free monsoon check-up camps
2019-07-15,159.0,162.60000610351562,157.85000610351562,160.9499969482422,160.44992065429688,19924720.0,Satish Borwankar bows out of Tata Motors board after completion of tenure |  Tata Motors shares vroom 6% in just 1 day on D-Street - here is what you must know
2019-07-16,159.8000030517578,170.9499969482422,159.0500030517578,170.0,169.4718017578125,39025331.0,
2019-07-17,170.0,172.35000610351562,166.3000030517578,167.89999389648438,167.37832641601562,25236730.0,
2019-07-18,167.25,167.25,160.0,160.75,160.25054931640625,19055022.0,
2019-07-19,161.4499969482422,162.39999389648438,153.85000610351562,154.85000610351562,154.36888122558594,18954216.0,"Tata Nexon crosses 5 lakh unit production milestone; facelift expected by August |  Tata Nexon zooms past 100,000 unit sales in 23 months |  Tata Nexon crosses one lakh unit production milestone"
2019-07-20,,,,,,, Tata Motors confirms Hexa will get BS-VI upgrade - Report
2019-07-21,,,,,,,Tata Motors MD draws twice the salary of Mahindra and Mahindra MD in FY19 |  Tata Motors MD draws more than two-times the salary of Mahindra & Mahindra MD in FY19 |  GreenFuel Energy Solutions receives supplier award by Tata Motors
2019-07-22,155.4499969482422,159.3000030517578,155.25,156.75,156.26296997070312,15995349.0, GreenFuel Energy Solutions receives supplier award by Tata Motors
2019-07-23,157.39999389648438,159.0,154.8000030517578,156.1999969482422,155.7146759033203,12942555.0,"Tata H2X officially confirmed for launch, arriving after Tata Buzzard"
2019-07-24,156.35000610351562,157.5500030517578,150.5,151.25,150.78005981445312,16292964.0,Production Tata H2X (Hornbill) India launch confirmed post Altroz and Buzzard
2019-07-25,151.3000030517578,152.5,143.75,144.3000030517578,143.85165405273438,34364032.0,"Motoring World CV Guide 2019: Tata Motors |  Tata continues testing the Altroz ahead of its official unveil |  Tata Motors reports Q1 loss of Rs 3,680 crore; JLR woes persist"
2019-07-26,138.10000610351562,150.14999389648438,138.10000610351562,147.14999389648438,146.6927947998047,83905651.0,
2019-07-27,,,,,,,Tata Motors unveils seven new buses: All details |  Tata Motors showcases futuristic public transportation solutions in India
2019-07-29,146.89999389648438,146.89999389648438,136.85000610351562,137.5500030517578,137.1226348876953,38844222.0, Patriarch of the Tata group
2019-07-30,138.0,139.6999969482422,132.60000610351562,133.4499969482422,133.03536987304688,35725524.0,
2019-07-31,133.5,136.39999389648438,132.5,135.60000610351562,135.17869567871094,27024859.0, All-Black Tata Harrier leaked ahead of launch next month |  The all-black Tata Harrier
2019-08-01,135.5,136.3000030517578,127.5500030517578,129.5500030517578,129.14749145507812,38991424.0,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers"
2019-08-02,128.5,133.1999969482422,127.0,130.6999969482422,130.29391479492188,44016138.0,
2019-08-03,,,,,,, Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs
2019-08-05,128.0,128.1999969482422,122.3000030517578,123.75,123.36550903320312,35452262.0,
2019-08-06,123.0500030517578,126.5500030517578,121.75,122.5,122.11939239501952,34790369.0,"Tata Nexon sales in India top 500,000 units"
2019-08-07,122.5999984741211,123.8499984741211,116.5,117.4000015258789,117.03524017333984,37287779.0,
2019-08-08,118.0,125.0,116.9000015258789,124.0500030517578,123.66458129882812,35876237.0," Tata Motors halts production at Pune and Jamshedpur units, JLR follows "
2019-08-09,124.5,126.5,120.6999969482422,122.0500030517578,121.67079162597656,39245417.0,
2019-08-10,,,,,,,"Got sold a Tata Harrier damaged in transit; repainted shoddily |  No Tata Nano production in first 9 months of 2019, just 1 unit sold |  Tata Motors offering discounts of up to Rs 1 lakh on Zest, Nexon and Harrier"
2019-08-11,,,,,,, Got sold a Tata Harrier damaged in transit; repainted shoddily
2019-08-13,123.8000030517578,126.3000030517578,121.0,121.9499969482422,121.57109832763672,35498118.0,
2019-08-14,122.6999969482422,123.8000030517578,118.5999984741211,120.9000015258789,120.52436065673828,30136178.0,Tata Tiago JTP and Tigor JTP launched: Top five updates
2019-08-16,119.9000015258789,122.4499969482422,117.3499984741211,121.3499984741211,120.97296142578124,35264621.0,
2019-08-17,,,,,,,2019 Tata Tiago JTP and Tigor JTP - now in pictures
2019-08-18,,,,,,,Tata Motors to resume operations from today |  Tata Tigor-Tiago JTP - Top 4 interior highlights
2019-08-19,121.1999969482422,122.5999984741211,120.0,120.8000030517578,120.42467498779295,23194786.0,
2019-08-20,120.0,124.8000030517578,119.0,123.8499984741211,123.46519470214844,34809225.0,"Auto sector slowdown: Tata Motors, Maruti Suzuki, Mahindra stocks fall up to 55% in one year |  All-black Tata Harrier to be launched in August 2019"
2019-08-21,123.0,123.0,109.5,112.4000015258789,112.05077362060548,83509593.0,Tata Motors share price hitting 10-year low today has this Chinese connection behind it |  The most valuable bits of the Tata Group empire
2019-08-22,112.0,114.0,106.1999969482422,107.6999969482422,107.36537170410156,58612708.0," Tata Sons launch new digital vertical, names Pratik Pal as CEO "
2019-08-23,108.9000015258789,111.5999984741211,107.6500015258789,111.0500030517578,110.70497131347656,41178606.0,
2019-08-26,114.5500030517578,115.4000015258789,106.8000030517578,110.5500030517578,110.2065200805664,47757623.0," Slowdown Affects Production of Tata Motors in Lucknow, Workers Suffer |  Tata introduces sunroof as official accessory for the Harrier"
2019-08-27,112.6999969482422,121.4000015258789,111.8000030517578,120.3499984741211,119.97606658935548,70636441.0,
2019-08-28,120.5500030517578,124.0,114.8000030517578,116.3499984741211,115.98849487304688,74245952.0,
2019-08-29,116.5,118.5,112.0999984741211,114.3000030517578,113.9448699951172,48098849.0,Tata Motors’ staffer bags Medallion of Excellence at World Skills 2019 |  Tata Projects executes 41
2019-08-30,115.5999984741211,117.3000030517578,112.0,116.6999969482422,116.33740997314452,42250518.0,All-Black Tata Harrier Dark Edition Launched At Rs 16 |  Tata Harrier Dark Edition launched in India at Rs 16
2019-08-31,,,,,,,"Tata Motors rolls out 200,000th Nexon in 46 months since launch |  Tata Nexon EV spied testing"
2019-09-01,,,,,,,"Not just Tata Motors, a lot of other companies are excited by Jaguar Land Rover numbers |  Tata H5X Concept @ Auto Expo 2018 |  Named Tata Harrier! EDIT: Launched @ Rs"
2019-09-03,113.0500030517578,115.3499984741211,111.1999969482422,112.6500015258789,112.29999542236328,36905736.0,
2019-09-04,112.0,113.0,106.0,109.5,109.15978240966795,76317447.0,
2019-09-05,109.75,119.3499984741211,109.5,118.0500030517578,117.68321990966795,75789807.0,Chery discussing JV with Tata Motors for India entry - Report
2019-09-06,118.3499984741211,122.3000030517578,116.5500030517578,121.25,120.87327575683594,67761586.0,
2019-09-07,,,,,,, Tata Harrier prices hiked |  [Funding alert] Former Tata Motors' President Gajendra Chandel invests in electric scooter startup BattRE
2019-09-08,,,,,,," Tata Motors, Mahindra and Mahindra set to slash production"
